method,speedup,time_full_s,time_p10_s,dataset
ThreeSigma,11.810870448128757,0.10801972860936075,0.009145788964815438,covertype
BoxPlot,18.22345833068342,0.42112297157291323,0.023108839383348824,covertype
MAD,9.532125782798708,0.21184619199484586,0.022224443615414202,covertype
ChiSquare,5.105655347842623,0.07282741819508373,0.014264068612828851,covertype
COPOD,14.370717815941887,7.098830025782808,0.4939788058400154,covertype
ECOD,13.463840519712166,6.981732013565488,0.5185542715946212,covertype
HBOS,8.602629485807755,0.44883900878485294,0.052174629806540904,covertype
IForest,0.41227528261654145,6.307986010005697,15.300422499189153,covertype
EIF,1.7255959365224596,112.62780729220249,65.26893400037662,covertype
